PROF,GR,DEN,NEU,RDEP,AC
3876.95,6.28,2.553,7.65,4.632,65.38
3877.1,7.17,2.5276,7.84,4.261,65.39
3877.26,2.77,2.5015,11.72,3.753,65.52
3877.41,6.27,2.4968,10.21,3.2,67.46
3877.56,6.18,2.4996,11.04,2.874,70.31
3877.71,6.0,2.4994,11.0,2.644,69.41
3877.87,7.31,2.4999,14.0,2.379,69.76
3878.02,7.35,2.5114,9.68,2.234,69.92
3878.17,8.45,2.5092,12.82,2.164,69.89
3878.32,4.48,2.4753,14.5,2.123,69.85
3878.48,4.99,2.4547,12.05,2.027,69.9
3878.63,5.7,2.4542,9.79,1.969,69.84
3878.78,6.89,2.4528,11.45,1.943,69.81
3878.93,7.39,2.4661,10.13,1.923,69.78
3879.09,7.7,2.4873,11.61,1.902,69.49
3879.24,9.49,2.4773,13.16,1.877,69.67
3879.39,5.43,2.456,12.29,1.853,69.67
3879.54,5.37,2.4383,13.79,1.823,70.0
3879.7,4.48,2.4469,12.78,1.797,71.03
3879.85,7.27,2.4486,13.96,1.774,71.92
3880.0,5.22,2.4359,17.83,1.79,73.93
3880.15,5.59,2.43,18.44,1.825,74.87
3880.31,4.48,2.4287,13.94,1.844,72.37
3880.46,6.73,2.4355,15.32,1.868,69.55
3880.61,8.32,2.4542,9.69,1.894,69.45
3880.76,7.95,2.4728,9.93,1.932,69.49
3880.91,7.37,2.4964,10.54,2.018,69.47
3881.07,7.88,2.5291,9.54,2.182,69.44
3881.22,7.01,2.534,10.0,2.431,69.3
3881.37,6.4,2.536,9.51,2.666,69.24
3881.52,5.47,2.5311,8.24,2.801,69.23
3881.68,7.06,2.5201,8.45,2.939,68.49
3881.83,6.7,2.5179,8.0,3.35,68.42
3881.98,8.05,2.5181,7.91,3.012,68.38
3882.13,5.84,2.527,8.14,2.372,68.38
3882.29,4.52,2.5511,8.53,2.319,67.9
3882.44,5.79,2.5601,9.21,2.308,67.46
3882.59,4.57,2.5518,7.9,2.305,66.02
3882.74,6.78,2.5426,8.69,2.302,64.27
3882.9,7.17,2.5397,8.01,2.293,63.2
3883.05,6.63,2.5435,9.48,2.283,62.77
3883.2,6.97,2.5252,9.78,2.266,63.22
3883.35,6.5,2.5077,9.5,2.251,63.69
3883.51,5.63,2.4945,10.03,2.243,64.16
3883.66,5.99,2.4976,10.32,2.237,64.81
3883.81,4.17,2.5156,9.33,2.22,66.01
3883.96,5.77,2.5502,8.99,2.223,67.4
3884.12,5.92,2.5777,9.19,2.27,67.75
3884.27,7.42,2.5939,8.16,2.221,67.35
3884.42,6.06,2.598,10.39,2.313,66.61
3884.57,7.38,2.5881,9.99,2.346,65.83
3884.72,4.05,2.5702,9.26,2.35,63.16
3884.88,6.07,2.5443,9.24,2.347,64.57
3885.03,5.53,2.52,8.14,2.349,65.57
3885.18,5.17,2.5054,11.04,2.349,66.52
3885.33,4.74,2.5036,10.28,2.349,67.51
3885.49,7.92,2.4947,11.56,2.351,67.96
3885.64,7.48,2.4917,10.59,2.363,68.14
3885.79,6.51,2.4954,9.38,2.428,68.55
3885.94,7.17,2.5031,9.57,2.45,68.74
3886.1,7.17,2.5102,11.94,2.004,69.44
3886.25,5.59,2.5079,11.77,2.456,68.86
3886.4,8.0,2.5045,10.92,2.448,68.46
3886.55,7.86,2.5133,10.52,2.438,67.74
3886.71,3.66,2.5176,10.18,2.427,67.62
3886.86,5.75,2.5207,8.52,2.449,66.96
3887.01,6.28,2.5264,8.57,2.469,66.61
3887.16,7.17,2.5269,8.58,2.462,66.56
3887.32,7.17,2.5425,8.54,2.468,66.59
3887.47,7.65,2.5586,8.64,2.468,66.1
3887.62,8.06,2.5671,8.32,2.474,65.54
3887.77,6.54,2.5532,10.44,2.475,63.48
3887.93,5.3,2.5267,8.67,2.478,63.77
3888.08,6.61,2.5079,10.08,2.508,64.82
3888.23,4.78,2.4949,11.78,2.486,65.93
3888.38,7.17,2.4897,9.32,2.497,66.15
3888.53,7.29,2.4869,9.55,2.509,66.64
3888.69,8.06,2.5038,9.95,2.517,67.77
3888.84,4.79,2.508,8.4,2.522,67.93
3888.99,7.5,2.5102,9.0,2.52,67.61
3889.14,5.92,2.5219,9.7,2.516,65.86
3889.3,8.06,2.5439,8.97,2.507,65.37
3889.45,7.17,2.5666,8.34,2.483,66.97
3889.6,7.17,2.5622,9.31,2.409,68.37
3889.75,7.17,2.5298,9.63,2.338,69.65
3889.91,5.08,2.5059,9.61,2.285,69.67
3890.06,4.74,2.4905,13.68,2.253,69.69
3890.21,8.27,2.4801,11.91,2.229,69.66
3890.36,6.01,2.4763,13.08,2.192,69.78
3890.52,4.33,2.4718,14.81,2.136,69.87
3890.67,7.17,2.4724,12.48,2.103,70.04
3890.82,7.17,2.4691,12.07,2.087,70.08
3890.97,6.61,2.4653,12.0,2.072,69.55
3891.13,6.36,2.4668,12.09,2.047,69.35
3891.28,7.01,2.4804,13.04,2.004,69.37
3891.43,6.4,2.494,12.38,1.897,69.3
3891.58,6.07,2.4851,13.71,1.848,69.18
3891.74,4.63,2.4686,13.08,1.845,70.06
3891.89,5.75,2.4513,13.43,1.834,71.45
3892.04,6.28,2.4412,14.05,1.823,72.93
3892.19,5.81,2.4291,12.97,1.815,73.5
3892.34,6.27,2.4292,15.58,1.803,73.39
3892.5,4.84,2.4358,14.39,1.793,72.46
3892.65,5.51,2.442,12.28,1.774,70.93
3892.8,6.04,2.4678,13.49,1.746,70.05
3892.95,7.45,2.4894,15.55,1.713,69.86
3893.11,8.62,2.4942,13.19,1.71,69.15
3893.26,4.17,2.4891,12.9,1.696,68.47
3893.41,7.28,2.5002,13.09,1.673,68.1
3893.56,10.89,2.4933,13.7,1.675,68.58
3893.72,8.62,2.4768,12.48,1.671,71.12
3893.87,7.01,2.4774,12.52,1.665,71.3
3894.02,6.88,2.4818,16.37,1.659,71.85
3894.17,6.27,2.478,12.89,1.662,71.77
3894.33,6.27,2.4713,14.57,1.689,70.56
3894.48,6.27,2.4642,14.08,1.792,69.68
3894.63,6.27,2.4642,14.27,1.958,69.84
3894.78,6.5,2.4656,12.59,2.126,70.5
3894.94,7.86,2.4628,14.92,2.201,70.03
3895.09,6.76,2.4553,14.7,2.238,70.07
3895.24,6.47,2.4496,15.5,2.302,70.15
3895.39,5.63,2.4531,11.32,2.438,69.99
3895.55,7.31,2.4966,10.0,2.637,68.94
3895.7,6.27,2.5802,9.55,2.872,58.94
3895.85,5.49,2.6267,8.32,3.152,57.61
3896.0,6.95,2.6519,6.88,3.624,54.28
3896.15,8.06,2.6587,5.54,4.386,54.1
3896.31,6.43,2.6619,4.57,5.155,54.6
3896.46,7.04,2.6625,3.42,5.26,55.42
3896.61,7.56,2.6672,3.36,5.153,55.78
3896.76,3.77,2.673,3.23,5.09,55.43
3896.92,8.49,2.6701,3.29,5.086,57.07
3897.07,10.73,2.6714,3.74,5.12,58.82
3897.22,10.31,2.6764,3.49,5.102,50.98
3897.37,8.09,2.6712,4.26,5.076,57.06
3897.53,10.33,2.6655,4.06,4.886,55.01
3897.68,8.02,2.6669,3.49,4.712,54.18
3897.83,6.66,2.6845,3.13,4.653,54.77
3897.98,8.96,2.6901,3.67,4.618,54.97
3898.14,8.43,2.6707,3.55,4.591,55.11
3898.29,8.16,2.6642,3.79,4.627,54.22
3898.44,8.4,2.6788,4.83,4.772,52.55
3898.59,7.81,2.6781,5.88,4.751,58.24
3898.75,8.03,2.6336,6.73,4.594,62.36
3898.9,7.77,2.5532,6.91,4.321,63.12
3899.05,7.68,2.5032,8.4,3.947,63.26
3899.2,9.32,2.493,9.6,3.474,63.83
3899.36,11.39,2.4991,10.86,3.192,62.61
3899.51,8.68,2.4995,13.14,3.062,60.75
3899.66,8.08,2.4997,13.52,3.05,66.39
3899.81,10.32,2.5109,11.56,2.982,69.98
3899.96,10.95,2.5263,12.22,2.788,73.16
3900.12,9.45,2.5264,13.09,2.633,66.63
3900.27,9.16,2.5249,12.16,2.496,66.53
3900.42,6.84,2.5142,10.56,2.392,70.56
3900.57,8.06,2.5029,9.62,2.343,75.44
3900.73,7.43,2.5111,17.7,2.286,68.68
3900.88,8.6,2.5106,14.28,2.237,67.74
3901.03,7.64,2.489,15.29,2.194,71.73
3901.18,10.66,2.4638,15.27,2.104,72.24
3901.34,8.8,2.4455,14.01,1.96,74.93
3901.49,8.19,2.446,14.05,1.856,75.89
3901.64,9.85,2.4499,17.19,1.774,73.84
3901.79,14.14,2.4569,15.68,1.719,73.23
3901.95,9.23,2.4453,12.75,1.707,73.1
3902.1,9.89,2.4172,14.36,1.681,73.61
3902.25,11.64,2.3942,15.63,1.632,71.23
3902.4,10.75,2.392,18.82,1.596,75.59
3902.56,10.27,2.3943,21.32,1.608,68.94
3902.71,8.15,2.3978,18.3,1.622,68.89
3902.86,9.85,2.3985,17.97,1.683,72.61
3903.01,9.72,2.3961,16.51,1.785,68.64
3903.17,10.19,2.3986,18.97,1.886,77.07
3903.32,8.06,2.4096,17.53,1.957,80.05
3903.47,9.74,2.408,12.33,2.034,81.14
3903.62,8.06,2.3934,9.72,2.099,71.41
3903.77,4.55,2.3838,10.62,2.196,67.84
3903.93,5.97,2.4045,8.01,2.309,67.09
3904.08,4.48,2.4589,7.28,2.399,68.34
3904.23,7.71,2.5064,8.77,2.457,65.96
3904.38,8.83,2.5235,11.3,2.57,63.56
3904.54,4.89,2.5277,7.92,2.644,65.15
3904.69,7.6,2.5156,11.92,2.668,59.28
3904.84,6.73,2.4844,10.12,2.657,57.81
3904.99,6.68,2.4488,11.64,2.63,57.79
3905.15,6.79,2.431,10.24,2.613,57.76
3905.3,8.06,2.4388,12.73,2.64,57.81
3905.45,5.91,2.4565,16.46,2.673,58.01
3905.6,13.44,2.4684,15.09,2.682,58.45
3905.76,14.06,2.5033,17.44,2.685,59.3
3905.91,13.68,2.5176,15.48,2.701,59.56
3906.06,15.23,2.5173,17.03,2.752,60.62
3906.21,14.43,2.5378,15.51,2.824,62.14
3906.37,12.01,2.5788,14.71,2.983,65.23
3906.52,10.05,2.5978,16.03,3.206,71.77
3906.67,6.77,2.6084,10.14,3.478,69.68
3906.82,9.69,2.6171,5.68,3.691,67.2
3906.98,6.27,2.6148,4.03,4.087,61.66
3907.13,8.92,2.6106,5.42,4.486,57.13
3907.28,4.03,2.6097,6.93,4.699,56.94
3907.43,12.47,2.606,6.57,5.064,55.38
3907.58,7.59,2.6069,8.25,5.398,55.86
3907.74,9.12,2.6204,9.94,5.528,65.98
3907.89,10.53,2.6245,9.49,5.035,65.5
3908.04,7.93,2.6215,9.69,4.688,65.18
3908.19,9.98,2.6311,6.61,4.629,63.71
3908.35,9.05,2.6401,5.26,4.562,61.82
3908.5,8.74,2.6223,5.8,4.411,59.7
3908.65,9.85,2.6056,5.54,4.367,56.23
3908.8,9.27,2.6093,5.22,4.341,56.29
3908.96,8.36,2.614,7.99,4.176,56.83
3909.11,7.41,2.5847,10.37,4.001,56.25
3909.26,11.29,2.5537,6.79,3.951,55.49
3909.41,8.58,2.5467,9.18,3.923,56.02
3909.57,11.03,2.5489,8.57,3.825,61.35
3909.72,10.29,2.5512,8.33,3.66,63.0
3909.87,10.75,2.5664,8.08,3.538,65.75
3910.02,8.67,2.5843,8.02,3.499,66.62
3910.18,9.22,2.5905,8.16,3.49,66.29
3910.33,8.41,2.5904,9.02,3.491,64.61
3910.48,10.46,2.5957,7.11,3.529,63.48
3910.63,9.85,2.6111,7.8,3.552,61.41
3910.79,7.75,2.6111,8.56,3.574,57.81
3910.94,7.94,2.6014,7.94,3.668,56.48
3911.09,6.83,2.6074,8.0,3.992,57.18
3911.24,7.87,2.6119,9.28,4.485,56.84
3911.39,6.31,2.6125,9.78,4.675,57.61
3911.55,6.47,2.6329,9.45,4.674,57.69
3911.7,13.72,2.6423,9.47,4.685,58.58
3911.85,10.1,2.6285,9.4,4.692,59.83
3912.0,13.18,2.6187,9.65,4.696,65.49
3912.16,12.5,2.6057,10.75,4.692,68.41
3912.31,12.99,2.5941,9.27,4.688,67.87
3912.46,12.55,2.6051,7.51,4.698,64.83
3912.61,12.96,2.6419,8.36,4.687,63.51
3912.77,14.29,2.6805,8.87,4.686,64.77
3912.92,12.43,2.6753,6.98,4.688,64.8
3913.07,11.51,2.6355,6.37,4.828,64.27
3913.22,9.85,2.6183,5.05,5.14,62.87
3913.38,9.05,2.6172,4.88,5.32,61.95
3913.53,7.63,2.6076,3.72,5.416,57.56
3913.68,9.32,2.601,4.66,5.618,58.62
3913.83,9.31,2.5911,4.55,5.9,59.09
3913.99,5.52,2.5894,3.75,6.089,59.21
3914.14,6.27,2.6018,4.74,6.127,60.18
3914.29,6.27,2.6122,3.58,6.289,61.29
3914.44,8.18,2.608,4.58,6.273,62.4
3914.6,8.06,2.6038,4.45,6.285,63.5
3914.75,8.06,2.5979,6.32,6.341,64.61
3914.9,10.54,2.5924,4.86,6.363,64.8
3915.05,13.92,2.5973,5.01,6.405,64.8
3915.2,15.87,2.5967,6.09,6.392,64.77
3915.36,15.23,2.5891,9.7,6.192,64.59
3915.51,14.33,2.5863,10.12,6.027,64.55
3915.66,15.82,2.5812,9.37,5.706,64.67
3915.81,15.31,2.5834,8.74,5.191,78.79
3915.97,15.72,2.5898,10.22,5.102,78.6
3916.12,15.91,2.5884,10.83,5.032,79.2
3916.27,16.22,2.5876,10.6,4.759,69.67
3916.42,15.1,2.5934,9.99,4.484,67.55
3916.58,13.85,2.5999,9.86,4.17,67.94
3916.73,19.93,2.6091,9.8,4.035,68.75
3916.88,20.48,2.6168,9.54,4.004,68.01
3917.03,19.76,2.6233,10.47,3.963,63.22
3917.19,17.05,2.6284,10.22,3.953,60.26
3917.34,9.85,2.6218,9.07,4.104,61.05
3917.49,12.54,2.6166,6.38,4.122,61.94
3917.64,13.96,2.6146,6.56,4.204,62.27
3917.8,13.56,2.6125,6.5,4.242,62.19
3917.95,14.62,2.6158,6.64,4.264,60.83
3918.1,13.24,2.6224,7.6,4.273,58.76
3918.25,10.22,2.6258,6.41,4.301,58.78
3918.41,9.85,2.6281,6.62,4.321,59.03
3918.56,8.74,2.6185,6.36,4.374,59.67
3918.71,9.08,2.6104,6.37,4.461,43.71
3918.86,7.52,2.6057,8.52,4.459,43.0
3919.01,8.06,2.5914,7.98,4.387,44.64
3919.17,8.06,2.5896,8.35,4.31,47.58
3919.32,6.07,2.5854,7.19,4.276,60.77
3919.47,8.96,2.5753,6.89,4.204,62.89
3919.62,5.87,2.565,7.88,4.134,60.4
3919.78,5.81,2.5631,7.67,4.115,57.19
3919.93,5.6,2.5639,7.4,4.054,57.04
3920.08,4.89,2.5755,6.67,3.962,57.0
3920.23,6.27,2.5969,6.22,3.856,56.54
3920.39,6.27,2.6212,5.24,3.8,56.27
3920.54,6.27,2.6364,6.21,3.759,55.86
3920.69,7.76,2.6267,10.93,3.718,55.74
3920.84,11.13,2.6061,10.73,3.682,57.78
3921.0,16.77,2.5909,11.68,3.652,66.95
3921.15,13.33,2.5782,9.84,3.658,67.75
3921.3,13.73,2.5708,9.11,3.606,68.31
3921.45,14.17,2.5676,8.46,3.546,67.64
3921.61,16.05,2.57,9.44,3.439,65.67
3921.76,11.25,2.5773,7.94,3.316,65.55
3921.91,11.6,2.5709,7.65,3.31,65.23
3922.06,8.96,2.5689,8.42,3.309,65.2
3922.22,10.72,2.578,7.73,3.313,65.4
3922.37,11.64,2.586,8.36,3.305,65.33
3922.52,9.89,2.5862,11.57,3.302,64.7
3922.67,13.01,2.5932,11.95,3.303,64.62
3922.82,13.24,2.6135,11.83,3.283,64.55
3922.98,10.46,2.5866,10.08,3.241,64.79
3923.13,12.48,2.5733,10.23,3.214,64.89
3923.28,10.06,2.5718,11.0,3.246,64.89
3923.43,12.45,2.5759,10.89,3.27,64.89
3923.59,11.09,2.5849,11.56,3.303,64.87
3923.74,9.73,2.5689,11.45,3.352,64.9
3923.89,11.28,2.5609,10.17,3.377,64.84
3924.04,7.46,2.5667,10.41,3.412,64.88
3924.2,8.35,2.5695,8.47,3.526,64.83
3924.35,14.88,2.5666,8.82,3.621,64.84
3924.5,13.44,2.5701,9.64,3.694,64.8
3924.65,10.95,2.5786,10.41,3.758,64.85
3924.81,12.31,2.5887,8.4,3.802,64.81
3924.96,10.29,2.6128,8.33,3.899,64.77
3925.11,11.72,2.6229,6.77,3.991,64.78
3925.26,10.75,2.6114,6.34,4.046,64.14
3925.42,10.21,2.6183,5.08,4.092,60.14
3925.57,7.73,2.6412,4.38,4.128,58.97
3925.72,11.19,2.6532,4.36,4.203,58.64
3925.87,9.51,2.6434,4.93,4.424,59.26
3926.03,8.71,2.6281,6.21,4.621,60.29
3926.18,11.09,2.6232,6.11,4.593,61.63
3926.33,11.65,2.6196,6.48,4.78,61.67
3926.48,11.65,2.6294,6.69,4.809,61.7
3926.63,13.3,2.6385,7.19,4.811,61.66
3926.79,11.65,2.6302,6.54,4.836,61.64
3926.94,12.5,2.6189,6.68,4.872,62.52
3927.09,14.57,2.6193,5.66,4.873,65.09
3927.24,8.99,2.6149,4.13,4.875,64.92
3927.4,9.41,2.5993,5.87,4.88,56.67
3927.55,8.03,2.5796,6.11,4.96,57.62
3927.7,6.79,2.5857,5.77,5.321,58.72
3927.85,4.52,2.6044,6.41,5.394,59.09
3928.01,6.37,2.6197,5.97,5.177,59.05
3928.16,7.04,2.6266,5.76,5.029,59.03
3928.31,5.37,2.6162,6.02,4.928,59.06
3928.46,10.57,2.6082,5.63,4.851,59.15
3928.62,7.85,2.6136,6.47,4.813,59.43
3928.77,5.37,2.6163,7.31,4.769,59.87
3928.92,6.54,2.6073,6.49,4.694,60.08
3929.07,7.6,2.5995,6.87,4.611,59.88
3929.23,9.25,2.5994,6.18,4.561,59.67
3929.38,6.07,2.6076,4.8,4.548,59.36
3929.53,6.42,2.5891,6.02,4.528,59.63
3929.68,7.46,2.5713,5.23,4.502,61.01
3929.84,6.04,2.5725,6.65,4.463,61.24
3929.99,7.82,2.5691,7.61,4.744,61.43
3930.14,5.17,2.5589,6.42,5.25,61.52
3930.29,5.5,2.5626,6.88,5.16,61.23
3930.44,5.91,2.5672,6.91,5.164,61.09
3930.6,7.5,2.5627,7.19,5.161,61.19
3930.75,8.5,2.5691,6.36,5.159,61.16
3930.9,8.06,2.573,7.77,5.163,61.17
3931.05,8.83,2.5677,6.87,5.156,61.11
3931.21,8.85,2.5715,6.97,5.159,61.21
3931.36,6.37,2.5775,7.11,5.166,61.07
3931.51,7.87,2.5775,6.06,5.157,62.82
3931.66,8.74,2.5825,6.69,5.15,62.72
3931.82,7.4,2.5874,6.87,5.14,60.97
3931.97,6.23,2.5861,8.36,5.146,61.2
3932.12,9.73,2.582,7.07,4.988,61.27
3932.27,6.37,2.591,9.41,4.962,61.25
3932.43,6.74,2.5852,7.56,5.038,61.34
3932.58,5.4,2.5762,6.17,5.132,61.3
3932.73,6.65,2.583,6.78,5.174,61.39
3932.88,8.1,2.5943,6.43,5.193,63.03
3933.04,8.96,2.6096,5.44,5.175,64.53
3933.19,9.73,2.6158,6.72,5.246,64.52
3933.34,7.01,2.61,5.6,5.263,64.09
3933.49,8.87,2.5996,6.2,5.31,63.63
3933.65,8.06,2.6014,6.89,5.371,62.49
3933.8,8.06,2.6105,6.32,5.43,62.19
3933.95,10.96,2.6159,6.49,5.434,61.66
3934.1,14.04,2.6099,5.61,5.448,61.17
3934.25,10.11,2.6008,5.51,5.481,61.27
3934.41,8.79,2.6085,5.68,5.134,61.7
3934.56,8.06,2.6352,6.06,5.005,62.08
3934.71,7.37,2.6455,6.86,5.006,60.69
3934.86,8.06,2.6298,4.72,5.013,61.4
3935.02,8.29,2.6194,5.48,5.01,62.44
3935.17,8.96,2.6146,5.44,5.011,62.36
3935.32,7.55,2.6102,7.31,4.977,61.94
3935.47,4.84,2.5915,8.6,4.81,61.82
3935.63,7.11,2.5735,8.09,4.526,61.59
3935.78,5.99,2.5623,7.86,4.377,61.63
3935.93,8.62,2.5596,8.18,4.249,62.19
3936.08,8.58,2.5631,7.44,4.148,62.55
3936.24,6.27,2.5661,8.25,4.001,62.43
3936.39,6.27,2.5567,7.64,3.879,62.41
3936.54,8.41,2.536,8.71,3.829,64.17
3936.69,8.74,2.5287,10.82,3.792,65.78
3936.85,5.76,2.5258,10.73,3.721,65.47
3937.0,5.42,2.5182,8.08,3.667,65.62
3937.15,5.79,2.4991,9.44,3.65,65.59
3937.3,8.03,2.492,10.7,3.628,65.55
3937.46,5.82,2.5049,9.24,3.58,65.59
3937.61,6.27,2.5103,8.86,3.55,65.72
3937.76,6.27,2.5219,8.92,3.515,65.82
3937.91,6.23,2.5374,10.46,3.488,72.25
3938.06,5.37,2.5482,8.7,3.409,65.6
3938.22,5.37,2.5492,7.37,3.192,64.36
3938.37,6.42,2.531,9.48,3.098,64.34
3938.52,6.99,2.5219,10.21,3.08,64.44
3938.67,5.37,2.5277,11.68,3.078,64.49
3938.83,8.06,2.5312,10.53,3.074,64.43
3938.98,8.06,2.5282,9.07,3.07,65.19
3939.13,7.77,2.5219,9.53,3.066,65.52
3939.28,5.66,2.5288,8.46,3.058,65.9
3939.44,5.37,2.5369,9.23,3.051,66.26
3939.59,6.01,2.5403,10.3,3.101,66.02
3939.74,7.17,2.5364,9.94,3.23,65.33
3939.89,7.17,2.5436,10.61,3.315,65.42
3940.05,5.37,2.5464,8.07,3.388,65.16
3940.2,6.06,2.5282,5.45,3.563,64.89
3940.35,5.12,2.5321,5.4,3.797,64.17
3940.5,7.34,2.5491,5.7,3.97,63.81
3940.66,6.83,2.5718,5.49,4.169,62.77
3940.81,6.58,2.6058,5.0,4.282,61.18
3940.96,8.34,2.6184,5.4,4.473,60.89
3941.11,7.17,2.6234,5.99,4.716,61.09
3941.27,6.38,2.6328,4.27,5.041,60.32
3941.42,6.47,2.6312,4.4,5.45,60.08
3941.57,7.35,2.6249,4.65,5.844,60.15
3941.72,8.14,2.6219,4.34,6.057,60.11
3941.87,5.37,2.6145,5.12,6.08,60.23
3942.03,9.62,2.6038,5.17,6.1,60.37
3942.18,7.71,2.597,4.65,6.095,60.32
3942.33,6.27,2.6044,5.89,6.081,60.58
3942.48,6.7,2.602,5.38,6.084,60.45
3942.64,6.27,2.5991,5.05,6.235,60.68
3942.79,5.33,2.6075,5.98,6.288,59.45
3942.94,4.62,2.6095,4.57,6.275,59.88
3943.09,7.07,2.619,4.23,6.323,59.07
3943.25,8.77,2.6405,4.6,6.789,59.17
3943.4,6.27,2.6499,4.49,7.198,58.62
3943.55,8.69,2.6618,4.83,7.184,58.43
3943.7,5.72,2.6675,4.96,7.156,58.71
3943.86,7.05,2.6513,5.62,7.162,57.67
3944.01,8.0,2.6384,5.27,7.171,58.96
3944.16,8.06,2.6235,5.42,7.207,59.28
3944.31,8.06,2.623,5.81,7.19,58.44
3944.47,6.78,2.6252,5.84,7.351,58.35
3944.62,8.96,2.6284,4.45,7.44,58.34
3944.77,8.96,2.6391,5.36,7.382,58.91
3944.92,5.66,2.6297,4.59,7.376,58.14
3945.08,5.6,2.6175,4.7,7.352,58.09
3945.23,8.33,2.6152,5.18,7.328,58.2
3945.38,5.63,2.6215,4.23,7.307,58.11
3945.53,5.56,2.6206,4.13,7.372,57.72
3945.68,6.27,2.631,4.76,7.501,57.6
3945.84,4.79,2.6506,4.18,7.677,57.53
3945.99,5.42,2.6612,3.8,7.856,59.35
3946.14,7.42,2.6673,3.66,8.073,65.73
3946.29,6.17,2.6658,3.13,8.28,58.97
3946.45,8.45,2.671,3.64,8.358,52.19
3946.6,6.82,2.6813,3.54,8.327,59.45
3946.75,8.14,2.6887,4.03,8.344,57.35
3946.9,8.45,2.6886,3.18,8.324,57.34
3947.06,6.41,2.6727,4.2,8.26,57.33
3947.21,9.44,2.6573,4.2,8.132,57.38
3947.36,7.21,2.6562,4.1,7.977,57.34
3947.51,6.28,2.6429,3.94,7.556,56.39
3947.67,6.28,2.6259,4.47,6.948,56.71
3947.82,5.76,2.6264,5.51,6.305,56.85
3947.97,5.48,2.6309,4.54,6.24,59.58
3948.12,9.05,2.6263,5.47,6.202,60.5
3948.28,8.12,2.6302,6.35,6.209,61.4
3948.43,8.96,2.6345,6.85,6.282,62.88
3948.58,7.17,2.6395,6.35,6.472,62.69
3948.73,8.27,2.6441,4.43,6.846,60.61
3948.89,9.94,2.643,4.82,7.062,60.26
3949.04,5.06,2.6409,5.39,7.16,59.88
3949.19,8.82,2.643,5.32,7.178,58.31
3949.34,9.27,2.6516,4.77,7.182,57.85
3949.49,9.34,2.6603,5.14,7.361,58.3
3949.65,8.43,2.6482,4.81,7.53,64.77
3949.8,7.97,2.6362,5.34,7.542,57.22
3949.95,7.77,2.6415,5.43,7.48,57.16
3950.1,5.6,2.6413,5.03,7.327,57.25
3950.26,6.27,2.6251,5.97,7.058,58.01
3950.41,6.77,2.6225,5.41,6.89,57.84
3950.56,6.64,2.6329,5.51,6.595,58.13
3950.71,8.06,2.6405,6.4,6.028,59.66
3950.87,8.8,2.6485,5.95,5.86,60.02
3951.02,8.65,2.6409,5.88,5.983,60.66
3951.17,9.6,2.6324,5.19,6.052,61.54
3951.32,7.6,2.633,5.08,6.119,60.02
3951.48,9.06,2.6399,5.21,6.126,59.96
3951.63,9.49,2.6491,4.84,6.452,59.58
3951.78,8.14,2.6556,4.67,6.581,58.29
3951.93,7.94,2.6513,4.6,6.6,57.57
3952.09,6.41,2.6465,4.5,6.617,57.82
3952.24,7.72,2.637,4.82,6.626,57.23
3952.39,4.52,2.6291,4.06,6.61,57.53
3952.54,5.39,2.6374,4.45,6.569,57.59
3952.7,9.85,2.638,5.45,6.542,59.18
3952.85,8.02,2.6402,5.52,6.431,60.27
3953.0,6.27,2.6424,5.68,5.994,61.43
3953.15,6.27,2.6169,6.65,5.596,61.83
3953.3,6.21,2.5953,6.6,5.399,61.67
3953.46,5.37,2.5986,6.47,5.379,61.49
3953.61,5.46,2.6151,5.51,5.371,61.98
3953.76,6.82,2.6198,6.68,5.352,61.83
3953.91,8.73,2.6113,6.42,5.35,61.55
3954.07,8.89,2.6054,7.11,5.388,61.63
3954.22,9.57,2.612,6.73,5.518,59.61
3954.37,9.27,2.6166,6.45,5.637,59.53
3954.52,5.49,2.6172,6.85,5.693,59.65
3954.68,9.85,2.6107,7.05,5.7,59.73
3954.83,7.47,2.6039,6.76,5.649,59.59
3954.98,6.69,2.6087,6.59,5.678,60.51
3955.13,7.62,2.6144,7.12,5.786,60.25
3955.29,6.96,2.6169,5.97,5.987,60.38
3955.44,10.9,2.6229,6.07,6.178,60.27
3955.59,7.54,2.6321,5.37,6.208,60.25
3955.74,9.36,2.6279,4.59,6.259,59.48
3955.9,7.75,2.6185,5.19,6.32,58.6
3956.05,7.17,2.623,5.48,6.083,58.06
3956.2,9.46,2.6331,4.59,5.587,58.82
3956.35,9.62,2.6412,5.48,4.868,59.23
3956.51,6.79,2.6189,6.89,4.419,60.69
3956.66,7.35,2.5927,6.57,4.407,60.64
3956.81,7.09,2.5725,6.43,4.405,60.95
3956.96,6.15,2.5593,6.55,4.275,63.21
3957.11,8.01,2.5423,7.39,4.06,64.57
3957.27,8.13,2.5402,8.92,3.857,65.25
3957.42,6.29,2.5385,8.81,3.751,65.28
3957.57,8.06,2.5336,7.59,3.709,65.04
3957.72,6.28,2.5369,9.93,3.608,65.07
3957.88,7.63,2.5481,9.36,3.519,64.58
3958.03,5.47,2.5502,9.45,3.524,64.88
3958.18,7.07,2.5601,7.93,3.551,64.56
3958.33,6.39,2.5777,7.76,3.598,64.56
3958.49,8.06,2.5811,7.55,3.629,64.59
3958.64,9.59,2.5719,8.74,3.661,64.02
3958.79,8.26,2.5545,7.75,3.689,63.71
3958.94,7.95,2.5495,6.7,3.707,63.73
