PROF,GR,DEN,NEU,RDEP,AC
4120.64,22.42,2.6066,8.34,4.766,65.57
4120.79,18.81,2.6163,9.63,4.81,64.69
4120.94,20.07,2.616,9.47,4.837,64.82
4121.1,18.11,2.6036,9.6,4.863,64.36
4121.25,20.12,2.5954,7.97,4.98,64.28
4121.4,14.77,2.5998,9.84,5.12,64.3
4121.55,17.49,2.6071,10.29,5.188,64.22
4121.71,18.66,2.6065,10.3,5.181,61.69
4121.86,21.31,2.5974,9.8,5.152,58.31
4122.01,23.09,2.5981,9.44,5.114,60.62
4122.16,19.13,2.6018,9.44,5.219,66.67
4122.32,18.82,2.6013,9.79,5.259,66.62
4122.47,19.08,2.6014,10.88,5.244,66.64
4122.62,25.23,2.5976,9.52,5.191,66.63
4122.77,24.77,2.6,10.15,5.135,66.63
4122.93,25.08,2.5986,9.96,5.184,66.53
4123.08,20.99,2.5973,9.81,5.156,66.4
4123.23,26.49,2.5942,10.37,5.159,66.52
4123.38,26.82,2.5924,10.03,5.302,65.97
4123.54,28.67,2.5935,9.18,5.376,65.01
4123.69,26.05,2.5916,8.9,5.381,63.1
4123.84,22.83,2.5919,7.94,5.476,62.85
4123.99,25.07,2.6003,8.29,5.378,62.72
4124.15,20.6,2.6027,7.67,6.027,63.29
4124.3,18.1,2.5993,9.06,6.02,65.79
4124.45,20.83,2.5926,9.45,6.019,65.93
4124.6,21.38,2.5924,9.59,6.016,65.21
4124.75,20.74,2.6006,8.91,6.028,64.67
4124.91,29.22,2.5973,8.88,6.03,65.9
4125.06,29.8,2.5906,9.57,6.036,65.81
4125.21,29.0,2.5925,9.62,6.019,65.15
4125.36,29.63,2.5977,8.24,6.008,64.84
4125.52,21.78,2.597,9.53,5.994,64.88
4125.67,23.89,2.5974,9.48,5.978,64.86
4125.82,21.0,2.6037,8.77,5.967,64.47
4125.97,18.81,2.6103,8.49,5.978,63.77
4126.13,17.02,2.6164,8.03,5.935,63.75
4126.28,18.98,2.6119,8.18,5.982,63.79
4126.43,16.36,2.5976,8.56,6.027,63.79
4126.58,17.06,2.591,7.99,6.01,63.69
4126.74,18.81,2.5997,7.59,5.972,63.73
4126.89,20.23,2.6106,7.03,5.905,63.73
4127.04,18.88,2.6187,7.71,5.899,63.7
4127.19,15.55,2.6118,7.46,5.976,63.78
4127.35,16.72,2.6023,8.29,6.155,63.64
4127.5,14.6,2.5975,7.76,6.162,63.78
4127.65,14.18,2.5977,8.73,6.408,63.87
4127.8,20.18,2.5927,8.6,6.438,63.99
4127.96,16.48,2.5919,7.75,6.436,64.03
4128.11,19.47,2.5993,8.59,6.436,64.11
4128.26,21.62,2.6038,8.21,6.428,63.55
4128.41,25.87,2.6082,7.23,6.433,62.89
4128.56,23.14,2.6136,8.18,6.804,62.91
4128.72,25.08,2.615,8.51,7.088,62.8
4128.87,19.8,2.6199,8.46,7.156,62.45
4129.02,17.03,2.6213,7.66,7.143,66.48
4129.17,18.78,2.6123,8.02,7.13,60.33
4129.33,16.09,2.6074,8.61,7.126,60.33
4129.48,13.76,2.615,7.16,7.102,60.44
4129.63,15.51,2.6245,7.25,7.098,60.41
4129.78,17.12,2.6281,7.66,7.121,60.39
4129.94,16.37,2.6351,7.11,7.171,60.51
4130.09,17.18,2.6495,7.22,7.443,60.36
4130.24,13.99,2.6468,7.62,7.643,60.37
4130.39,17.92,2.6251,6.78,7.491,60.41
4130.55,16.4,2.6082,6.01,7.412,60.51
4130.7,16.72,2.6056,5.83,7.401,60.48
4130.85,13.04,2.613,5.79,7.448,60.56
4131.0,15.23,2.6134,6.44,7.662,60.53
4131.16,15.55,2.6195,6.83,7.875,60.54
4131.31,18.66,2.618,6.43,7.967,60.42
4131.46,20.84,2.6132,6.89,8.073,60.34
4131.61,20.17,2.6179,6.81,8.137,60.37
4131.77,21.99,2.6234,9.33,7.755,60.72
4131.92,24.71,2.6237,10.99,7.228,60.04
4132.07,27.57,2.6117,13.37,5.518,62.74
4132.22,39.04,2.5766,13.0,4.98,65.4
4132.37,48.38,2.5576,13.71,6.4,69.29
4132.53,64.9,2.5807,16.16,7.485,73.66
4132.68,69.12,2.5943,13.51,7.813,73.71
4132.83,47.4,2.591,9.18,7.945,72.29
4132.98,41.43,2.5889,10.19,7.905,68.9
4133.14,30.86,2.5943,9.03,7.881,61.76
4133.29,25.08,2.5911,6.97,7.875,62.31
4133.44,25.08,2.5875,8.83,7.874,61.47
4133.59,28.98,2.5838,7.67,7.862,61.49
4133.75,25.95,2.5965,7.96,7.849,62.21
4133.9,24.28,2.6054,8.76,7.894,62.17
4134.05,23.29,2.5979,8.58,8.051,62.52
4134.2,19.68,2.5952,8.38,8.182,63.15
4134.36,18.87,2.5946,8.84,8.053,61.75
4134.51,20.6,2.5981,9.35,8.098,60.76
4134.66,17.97,2.5982,8.45,8.236,60.5
4134.81,17.78,2.5887,6.7,8.265,45.14
4134.97,16.85,2.5955,5.76,8.789,45.14
4135.12,13.6,2.606,6.73,8.855,45.41
4135.27,15.58,2.6049,6.52,8.865,51.42
4135.42,13.36,2.6075,6.03,8.896,51.49
4135.58,13.78,2.6103,5.94,8.912,58.19
4135.73,12.54,2.6205,6.15,9.489,58.2
4135.88,13.35,2.6254,5.41,9.647,58.13
4136.03,13.34,2.6223,4.79,9.406,58.14
4136.18,11.45,2.6171,4.64,9.455,58.04
4136.34,10.75,2.6039,4.93,9.46,58.08
4136.49,9.18,2.6032,4.62,9.452,58.05
4136.64,11.89,2.6077,5.62,9.44,58.21
4136.79,11.15,2.6122,6.58,9.375,58.0
4136.95,14.09,2.6173,5.24,9.306,58.12
4137.1,14.68,2.6218,6.5,9.268,61.78
4137.25,13.44,2.6335,7.3,9.236,70.28
4137.4,13.73,2.6403,6.92,9.255,70.19
4137.56,13.3,2.6328,7.62,9.297,70.19
4137.71,19.14,2.6273,7.67,9.259,59.7
4137.86,20.5,2.6189,7.06,9.203,60.04
4138.01,21.52,2.6159,6.89,9.23,61.29
4138.17,22.07,2.6228,8.56,9.255,62.56
4138.32,25.46,2.6334,6.94,9.198,62.22
4138.47,13.35,2.6268,7.06,9.079,61.54
4138.62,12.54,2.6062,5.6,8.971,61.88
4138.78,15.15,2.6023,4.85,9.381,57.98
4138.93,14.77,2.6291,5.16,9.794,57.45
4139.08,12.54,2.6415,5.63,9.92,59.27
4139.23,12.57,2.6527,4.77,10.276,59.9
4139.39,11.62,2.6664,5.59,10.183,58.43
4139.54,12.22,2.6675,5.75,9.544,58.29
4139.69,20.49,2.6623,6.6,9.418,59.47
4139.84,23.46,2.6457,6.89,9.501,59.4
4139.99,24.19,2.6389,9.24,9.25,61.95
4140.15,20.93,2.6428,7.03,7.892,78.31
4140.3,17.02,2.6453,5.91,7.589,81.41
4140.45,20.44,2.6389,6.16,8.05,99.77
4140.6,19.71,2.6381,6.84,9.062,94.09
4140.76,18.51,2.6483,6.09,10.154,83.36
4140.91,15.96,2.6637,5.73,10.682,47.05
4141.06,15.23,2.6588,5.87,11.417,46.15
4141.21,17.73,2.6377,7.91,10.722,50.71
4141.37,23.54,2.6042,8.64,8.519,53.44
4141.52,37.16,2.5884,11.55,6.913,53.81
4141.67,37.16,2.5889,11.28,6.347,53.77
4141.82,43.16,2.6013,9.91,6.352,58.17
4141.98,34.86,2.6207,6.53,6.275,55.29
4142.13,24.43,2.6255,4.74,9.382,53.82
4142.28,15.88,2.6234,4.72,8.411,59.34
4142.43,14.33,2.6143,5.31,8.447,69.8
4142.59,21.71,2.6113,6.27,8.491,69.8
4142.74,25.65,2.6058,6.65,8.43,68.88
4142.89,29.02,2.6148,7.93,8.386,61.45
4143.04,31.57,2.6233,7.42,8.327,62.42
4143.2,25.33,2.6195,7.07,8.302,62.98
4143.35,20.5,2.6158,6.32,8.434,62.77
4143.5,17.92,2.6213,6.45,8.53,60.91
4143.65,17.75,2.6276,6.08,8.548,60.38
4143.8,16.23,2.6246,6.54,8.442,59.92
4143.96,20.63,2.6178,7.35,8.44,60.4
4144.11,22.39,2.6152,7.51,8.2,60.94
4144.26,20.66,2.6102,9.13,8.291,60.89
4144.41,19.89,2.6005,9.1,8.232,60.97
4144.57,22.07,2.5934,9.07,7.021,60.23
4144.72,25.3,2.5839,10.49,6.498,62.54
4144.87,27.12,2.5804,9.05,6.615,65.42
4145.02,32.25,2.5921,8.77,6.91,67.38
4145.18,26.28,2.6151,6.29,7.071,66.05
4145.33,21.17,2.6329,4.74,7.045,66.0
4145.48,17.1,2.6359,4.55,7.109,67.06
4145.63,15.23,2.6225,5.37,7.908,71.17
4145.79,13.44,2.6263,5.37,9.136,81.16
4145.94,17.83,2.6298,6.25,9.949,82.37
4146.09,21.5,2.6261,6.98,8.816,85.97
4146.24,28.42,2.6279,7.25,8.634,90.06
4146.4,24.84,2.6404,7.78,8.668,90.06
4146.55,24.0,2.6401,5.41,8.766,77.43
4146.7,17.89,2.6284,5.55,8.593,82.33
4146.85,16.61,2.6285,4.81,8.168,80.59
4147.01,13.69,2.6388,5.24,7.778,81.75
4147.16,14.06,2.6462,3.89,9.341,80.18
4147.31,9.78,2.654,3.79,9.955,75.67
4147.46,11.05,2.6553,3.09,10.692,85.66
4147.61,9.09,2.6533,2.49,11.061,85.66
4147.77,8.96,2.6589,2.99,11.261,65.76
4147.92,7.39,2.6557,3.29,11.408,65.7
4148.07,6.97,2.6482,2.96,11.429,65.7
4148.22,8.88,2.6447,2.94,11.458,69.46
4148.38,8.72,2.6457,2.75,12.094,69.57
4148.53,8.01,2.6529,2.41,12.279,69.2
4148.68,9.85,2.6579,3.18,12.053,68.63
4148.83,7.25,2.6665,2.85,12.013,69.06
4148.99,10.29,2.6691,3.01,12.186,69.27
4149.14,8.07,2.6633,2.62,12.197,58.24
4149.29,9.01,2.6598,2.64,11.56,54.14
4149.44,9.8,2.6725,2.18,11.082,53.84
4149.6,8.06,2.6749,2.6,12.037,53.25
4149.75,6.48,2.6704,3.09,13.077,53.04
4149.9,8.31,2.6644,5.22,13.873,53.73
4150.05,11.81,2.6683,8.06,15.645,54.86
4150.21,20.48,2.6716,8.54,15.736,59.88
4150.36,41.85,2.6543,9.96,8.643,61.27
4150.51,47.15,2.6262,14.11,6.201,68.68
4150.66,38.07,2.6082,7.71,6.356,68.92
4150.82,22.71,2.6369,5.15,6.753,70.52
4150.97,19.06,2.6789,4.19,6.579,70.94
4151.12,16.75,2.6886,4.64,5.743,73.3
4151.27,15.04,2.673,3.74,6.538,73.02
4151.42,16.93,2.6507,5.53,10.074,61.19
4151.58,18.78,2.6443,5.09,11.501,56.26
4151.73,23.53,2.654,5.1,11.784,56.03
4151.88,25.49,2.66,6.15,11.818,57.36
4152.03,25.59,2.6572,7.2,10.082,57.26
4152.19,30.01,2.6488,7.83,8.23,58.96
4152.34,30.22,2.6383,6.59,7.502,59.64
4152.49,25.98,2.6306,6.15,7.42,62.75
4152.64,26.74,2.6357,6.12,7.299,64.25
4152.8,25.65,2.6382,7.23,6.994,63.94
4152.95,25.08,2.6428,7.33,6.156,64.08
4153.1,25.94,2.6407,7.74,5.734,63.18
4153.25,22.17,2.6253,8.14,5.435,61.68
4153.41,27.77,2.6176,8.88,5.088,63.9
4153.56,27.77,2.6261,7.6,4.942,65.07
4153.71,26.47,2.6309,7.7,4.809,66.96
4153.86,20.78,2.6268,6.9,4.625,67.79
4154.02,22.43,2.6263,6.8,4.643,66.47
4154.17,25.97,2.6311,5.93,4.798,65.86
4154.32,25.13,2.6414,6.44,4.996,63.71
4154.47,28.44,2.6447,7.08,5.163,62.7
4154.63,21.09,2.6473,7.02,5.248,62.69
4154.78,22.6,2.6416,6.37,5.299,60.82
4154.93,27.52,2.6319,7.48,5.381,62.01
4155.08,23.03,2.6278,5.99,5.377,63.82
4155.23,26.86,2.6322,7.19,5.263,63.68
4155.39,26.3,2.6361,5.83,5.208,63.15
4155.54,27.53,2.6329,7.17,5.262,64.21
4155.69,27.9,2.6461,6.14,5.371,63.77
4155.84,25.1,2.6542,6.4,5.518,63.85
4156.0,30.3,2.6445,6.36,5.704,62.71
4156.15,27.7,2.6347,5.97,5.798,60.89
4156.3,34.33,2.6379,6.04,5.813,62.18
4156.45,29.31,2.6397,7.08,5.821,61.72
4156.61,28.8,2.6396,7.6,5.823,62.41
4156.76,26.83,2.6409,8.29,5.801,62.16
4156.91,27.29,2.6479,8.31,5.722,61.81
4157.06,27.38,2.6393,7.08,5.525,62.43
4157.22,29.29,2.6289,7.91,5.385,62.85
4157.37,25.75,2.6226,7.41,5.329,63.58
4157.52,30.46,2.6251,8.79,4.97,63.31
4157.67,24.4,2.6238,10.52,4.536,64.65
4157.83,27.05,2.6124,9.84,4.272,64.53
4157.98,26.54,2.6145,9.74,4.192,65.7
4158.13,31.16,2.6113,10.47,4.135,66.13
4158.28,33.87,2.6062,11.32,4.081,69.34
4158.44,38.99,2.6011,11.27,4.031,70.94
4158.59,33.72,2.6017,10.36,3.94,70.08
4158.74,34.39,2.6068,11.65,3.813,69.41
4158.89,33.92,2.6054,9.71,3.721,69.86
4159.04,35.0,2.598,9.95,3.716,69.49
4159.2,28.68,2.6045,9.96,3.798,71.32
4159.35,30.44,2.6119,10.0,3.916,70.5
4159.5,34.79,2.6269,8.04,4.041,69.48
4159.65,31.99,2.6257,7.62,4.16,65.97
4159.81,35.42,2.6174,7.4,4.304,64.58
4159.96,28.15,2.6121,11.81,4.402,63.95
4160.11,36.73,2.6042,11.98,4.501,63.23
4160.26,36.73,2.592,11.94,4.523,64.91
4160.42,36.94,2.5905,13.35,4.362,65.08
4160.57,37.39,2.5933,11.9,3.988,68.24
4160.72,35.17,2.586,13.0,3.657,71.4
4160.87,31.35,2.5827,11.61,3.459,73.66
4161.03,31.19,2.5863,11.13,3.323,74.82
4161.18,28.59,2.594,10.42,3.287,74.63
4161.33,32.59,2.6009,10.41,3.291,73.09
4161.48,33.05,2.592,10.57,3.283,70.61
4161.64,29.77,2.5806,11.81,3.202,69.23
4161.79,37.21,2.5822,11.43,3.144,68.85
4161.94,39.31,2.5892,13.07,3.14,70.1
4162.09,29.15,2.6041,12.84,3.06,72.31
4162.25,28.57,2.6206,11.4,2.945,74.19
4162.4,29.73,2.6149,13.64,2.878,72.6
4162.55,30.45,2.6048,13.11,2.935,72.28
4162.7,31.49,2.6087,11.17,3.044,70.77
4162.85,30.96,2.6122,11.9,3.158,69.44
4163.01,31.02,2.6125,11.32,3.284,68.47
4163.16,31.15,2.6015,10.93,3.345,66.97
4163.31,37.92,2.5863,14.11,3.258,69.69
4163.46,46.2,2.576,10.7,3.136,74.0
4163.62,44.01,2.5707,5.37,3.086,76.11
4163.77,42.01,2.5745,7.12,3.103,76.42
4163.92,40.4,2.5884,6.65,3.14,71.11
4164.07,33.47,2.6024,6.55,3.281,70.05
4164.23,33.16,2.6155,7.72,3.462,67.42
4164.38,32.17,2.6288,6.95,3.8,64.87
4164.53,26.8,2.6359,7.12,4.122,63.45
4164.68,26.12,2.6392,7.05,4.422,62.92
4164.84,27.87,2.6379,7.51,4.721,63.29
4164.99,27.51,2.6401,8.28,4.844,63.62
4165.14,29.25,2.6368,7.84,4.856,63.47
4165.29,27.06,2.6233,8.43,4.815,64.14
4165.45,27.77,2.6199,8.64,4.785,64.42
4165.6,26.64,2.623,9.07,4.755,65.0
4165.75,30.96,2.623,10.77,4.704,67.02
4165.9,31.04,2.6173,10.64,4.645,68.21
4166.06,26.71,2.6233,9.82,4.562,68.97
4166.21,22.88,2.623,9.67,4.504,67.59
4166.36,20.97,2.6178,9.4,4.47,71.54
4166.51,25.63,2.6185,8.74,4.496,86.46
4166.66,22.91,2.6171,7.98,4.534,86.92
4166.82,22.86,2.6172,7.79,4.659,86.59
4166.97,25.61,2.6175,7.23,4.808,85.59
4167.12,23.91,2.6219,8.61,5.006,85.58
4167.27,24.45,2.6184,8.74,5.284,84.44
4167.43,22.17,2.6113,6.74,5.606,81.01
4167.58,24.19,2.6102,6.97,5.846,79.49
4167.73,25.7,2.6195,7.85,6.106,78.84
4167.88,23.1,2.628,6.76,6.386,79.3
4168.04,24.41,2.6236,7.29,6.626,80.48
4168.19,23.44,2.617,6.41,6.74,81.15
4168.34,26.7,2.6151,6.53,6.748,50.11
4168.49,22.92,2.6174,6.74,6.673,47.09
4168.65,24.9,2.6208,6.91,6.564,47.5
4168.8,25.54,2.6097,7.22,6.334,49.06
4168.95,29.24,2.6083,6.49,6.103,68.73
4169.1,23.36,2.6173,6.99,5.911,69.44
4169.26,23.28,2.6153,7.54,5.821,69.44
4169.41,26.36,2.6084,6.79,5.753,69.39
4169.56,30.3,2.6101,8.72,5.706,69.5
4169.71,25.15,2.6134,8.79,5.517,69.45
4169.87,25.83,2.6063,10.37,5.173,69.38
4170.02,23.8,2.6021,9.65,4.941,69.34
4170.17,23.52,2.6115,9.42,4.805,68.28
4170.32,25.44,2.6253,9.44,4.767,55.71
4170.47,23.22,2.6248,9.66,4.692,55.88
4170.63,27.87,2.6161,10.05,4.59,53.0
4170.78,27.75,2.6073,8.49,4.676,59.85
4170.93,22.39,2.614,12.71,5.08,57.73
4171.08,25.24,2.6272,9.62,5.419,57.7
4171.24,24.12,2.6372,9.88,5.824,57.87
4171.39,25.27,2.6413,8.74,6.082,57.73
4171.54,27.92,2.6498,9.62,6.08,57.63
4171.69,37.31,2.6494,9.62,5.856,60.02
4171.85,38.74,2.6312,10.3,5.547,65.89
4172.0,40.13,2.6122,8.44,5.113,70.12
4172.15,32.95,2.6023,9.18,4.572,72.1
4172.3,32.35,2.5976,9.89,4.093,72.54
4172.46,37.0,2.5987,10.48,3.814,73.75
4172.61,33.76,2.6078,9.11,3.662,74.17
4172.76,32.11,2.6009,8.93,3.656,71.75
4172.91,32.12,2.6005,8.79,3.701,70.94
4173.07,28.67,2.6074,9.18,3.771,69.66
4173.22,29.3,2.6001,8.97,3.759,69.17
4173.37,26.67,2.5971,10.31,3.688,68.39
4173.52,27.92,2.6004,10.2,3.625,68.25
4173.68,30.22,2.6005,11.42,3.562,73.46
4173.83,38.92,2.6101,11.16,3.536,73.37
4173.98,41.14,2.6172,12.51,3.463,71.91
4174.13,35.83,2.6228,12.65,3.349,70.25
4174.28,38.5,2.6225,11.35,3.321,68.98
4174.44,35.38,2.6094,10.49,3.368,68.95
4174.59,34.87,2.5996,10.33,3.447,69.09
4174.74,30.8,2.6052,9.34,3.528,68.88
4174.89,32.1,2.6097,9.15,3.587,68.84
4175.05,30.07,2.6134,9.54,3.66,67.51
4175.2,24.11,2.6173,8.61,3.837,67.39
4175.35,22.22,2.613,8.17,4.017,67.42
4175.5,21.4,2.6107,7.95,4.123,66.92
4175.66,20.6,2.6117,7.7,4.181,66.4
4175.81,22.26,2.6134,8.15,4.199,64.75
4175.96,26.23,2.6177,7.77,4.483,64.56
4176.11,21.5,2.6131,7.98,4.552,64.71
4176.27,21.5,2.6084,6.71,4.56,64.64
4176.42,20.6,2.6101,6.97,4.529,64.67
4176.57,22.54,2.6196,6.86,4.49,64.84
4176.72,22.45,2.6334,8.01,4.48,65.57
4176.88,18.36,2.6403,9.0,4.467,67.46
4177.03,24.9,2.6366,9.71,4.468,67.52
4177.18,29.67,2.6328,10.05,4.386,67.57
4177.33,31.05,2.6308,9.21,4.216,67.55
4177.49,34.55,2.6219,9.88,4.571,67.51
4177.64,34.7,2.6183,10.01,4.857,69.07
4177.79,32.43,2.6241,9.09,4.86,67.74
4177.94,35.26,2.6272,6.9,4.85,65.13
4178.09,31.93,2.6329,7.45,4.833,61.94
4178.25,29.01,2.6347,7.3,4.841,61.84
4178.4,25.52,2.6475,5.41,5.084,62.02
4178.55,26.87,2.6403,6.88,5.686,62.01
4178.7,22.7,2.6247,6.2,5.747,61.98
4178.86,31.75,2.6309,7.61,5.695,61.98
4179.01,38.28,2.629,9.39,5.668,61.98
4179.16,34.16,2.6182,9.79,5.548,63.41
4179.31,35.8,2.6051,9.98,5.288,65.03
4179.47,30.84,2.6037,9.9,4.836,68.95
4179.62,35.73,2.6139,10.91,4.489,69.27
4179.77,30.39,2.6252,10.15,4.442,69.5
4179.92,33.9,2.6414,9.76,4.472,69.39
4180.08,30.33,2.6398,8.08,4.603,68.38
4180.23,27.69,2.6385,7.61,4.65,67.99
4180.38,27.41,2.6472,6.66,4.863,65.49
4180.53,31.23,2.6522,7.18,5.613,62.77
4180.69,24.42,2.647,7.29,6.272,60.98
4180.84,26.11,2.6367,7.16,6.195,59.69
4180.99,28.64,2.6272,7.47,6.196,61.03
4181.14,29.41,2.6372,7.16,6.253,61.58
4181.3,29.28,2.6422,8.58,6.308,61.42
4181.45,34.37,2.6387,9.38,6.392,62.34
4181.6,26.09,2.6346,9.05,6.437,61.25
4181.75,28.4,2.6342,9.06,6.379,61.77
4181.9,34.49,2.6405,8.66,6.364,68.78
4182.06,29.19,2.641,9.34,6.294,70.54
4182.21,30.35,2.6243,8.94,5.92,70.44
4182.36,32.51,2.6078,10.27,5.446,70.58
4182.51,31.69,2.5988,10.6,4.898,97.46
4182.67,30.79,2.5954,9.19,4.481,103.71
4182.82,32.29,2.594,9.54,4.406,103.78
4182.97,29.88,2.5924,10.28,4.36,103.77
4183.12,30.46,2.5982,10.97,4.117,103.65
4183.28,34.87,2.6047,11.37,3.999,70.95
4183.43,33.59,2.6041,10.55,3.865,70.96
4183.58,33.29,2.6014,8.44,3.725,70.21
4183.73,32.25,2.6072,9.26,3.719,68.62
4183.89,35.93,2.604,10.03,3.7,69.95
4184.04,29.77,2.5924,10.85,3.667,73.58
4184.19,33.49,2.5899,10.91,3.588,74.56
4184.34,36.72,2.5901,12.59,3.245,74.42
4184.5,40.78,2.5905,12.98,3.448,74.62
4184.65,51.78,2.5902,15.76,3.795,95.85
4184.8,41.01,2.5939,12.28,3.824,108.03
4184.95,37.53,2.5942,10.31,3.879,118.44
4185.11,35.83,2.5944,10.37,4.035,114.35
4185.26,31.43,2.5963,9.67,4.153,112.06
4185.41,37.07,2.602,11.3,4.079,110.18
4185.56,39.31,2.6062,10.81,4.027,110.28
4185.71,37.39,2.6087,10.83,3.946,110.13
4185.87,34.04,2.6102,11.54,3.963,109.8
4186.02,32.86,2.6159,9.34,4.292,109.71
4186.17,28.82,2.6189,9.71,4.61,109.17
4186.32,28.94,2.5979,15.64,4.263,108.97
4186.48,33.49,2.5336,22.74,3.755,108.96
4186.63,73.17,2.3436,16.47,2.828,108.66
4186.78,89.58,2.1784,19.56,2.491,108.68
4186.93,97.63,2.0709,40.25,2.299,108.5
4187.09,99.34,2.0377,30.26,1.766,98.43
4187.24,114.97,2.0421,32.17,1.452,70.3
4187.39,113.5,2.0767,22.17,1.591,70.3
4187.54,64.43,2.165,11.03,1.764,70.3
4187.7,35.91,2.3187,9.39,2.266,57.26
4187.85,28.95,2.5025,9.18,3.224,63.96
4188.0,33.03,2.5984,8.91,3.465,64.24
4188.15,29.56,2.6325,8.19,3.54,64.68
4188.31,27.98,2.6129,8.52,4.37,64.68
4188.46,27.68,2.6048,8.64,4.595,64.69
4188.61,31.42,2.5993,8.56,5.272,63.62
4188.76,30.71,2.606,7.14,5.905,64.7
4188.92,29.46,2.6109,7.97,5.956,63.62
4189.07,28.74,2.6116,7.98,6.208,64.43
4189.22,25.04,2.6075,7.69,6.512,64.25
4189.37,33.08,2.6095,7.15,6.42,63.78
4189.52,28.61,2.6187,7.32,6.253,64.51
4189.68,28.68,2.6223,7.77,5.94,64.04
4189.83,27.64,2.6295,7.17,5.558,63.27
4189.98,26.69,2.6352,6.64,5.428,63.16
4190.13,23.29,2.6344,7.05,5.388,63.02
4190.29,25.08,2.6255,7.39,5.253,62.73
4190.44,26.69,2.6199,9.23,5.095,62.33
4190.59,26.48,2.6222,10.63,4.947,64.27
4190.74,36.5,2.6193,10.86,4.921,66.58
4190.9,34.56,2.6319,9.63,5.169,69.04
4191.05,30.48,2.6447,9.51,5.18,67.33
4191.2,27.0,2.6468,8.6,5.204,65.96
4191.35,21.44,2.6365,7.31,5.25,63.42
4191.51,16.31,2.6379,6.5,5.369,61.59
4191.66,23.17,2.6507,7.43,5.988,61.12
4191.81,22.67,2.6464,6.65,6.982,59.94
4191.96,25.29,2.6296,7.09,8.097,63.44
4192.12,33.42,2.6196,8.31,8.037,65.11
4192.27,31.15,2.6207,9.01,8.054,65.56
4192.42,36.47,2.6313,9.64,8.094,66.56
4192.57,33.66,2.6371,9.32,8.131,66.97
4192.73,33.78,2.6379,8.41,8.169,62.36
4192.88,31.35,2.6274,7.9,8.084,61.58
4193.03,28.67,2.6248,8.32,8.084,59.62
4193.18,27.11,2.6299,9.21,8.081,61.1
4193.33,28.25,2.6252,8.18,8.052,61.34
4193.49,32.07,2.615,7.38,8.038,61.77
4193.64,32.4,2.6144,9.03,7.97,62.26
4193.79,33.02,2.6229,10.28,7.879,62.13
4193.94,28.96,2.6298,8.72,7.75,61.94
4194.1,35.43,2.6317,11.36,7.689,62.16
4194.25,31.02,2.6165,9.85,7.558,63.18
4194.4,30.44,2.6031,12.41,7.375,64.42
4194.55,29.56,2.6002,12.27,7.054,55.94
4194.71,27.04,2.5958,12.74,6.99,62.86
4194.86,32.06,2.583,11.22,7.006,62.31
4195.01,32.38,2.5869,10.93,7.022,62.45
4195.16,33.92,2.5987,11.84,7.023,62.37
4195.32,32.54,2.6099,10.59,7.033,63.18
4195.47,32.1,2.6124,10.35,7.112,63.06
4195.62,34.94,2.61,10.31,7.362,61.96
4195.77,27.21,2.6185,9.79,7.576,61.94
4195.93,31.35,2.6233,9.13,7.661,62.0
4196.08,31.35,2.6262,8.99,7.742,61.87
4196.23,31.35,2.6228,8.4,7.687,61.99
4196.38,31.35,2.627,7.73,7.534,61.97
4196.54,34.04,2.6353,7.82,7.443,62.39
4196.69,33.4,2.6381,8.06,7.402,61.41
4196.84,35.21,2.6317,7.5,7.36,61.99
4196.99,36.49,2.6276,8.32,7.369,62.32
4197.14,36.96,2.6363,8.62,7.499,62.08
4197.3,37.62,2.646,10.16,7.756,61.97
4197.45,37.14,2.6457,10.46,7.538,62.77
4197.6,40.31,2.6457,12.64,5.376,60.9
4197.75,42.36,2.6371,11.61,5.088,63.41
4197.91,44.79,2.6245,9.65,4.963,66.28
4198.06,36.1,2.632,9.16,4.748,68.8
4198.21,36.49,2.6516,7.06,4.682,72.35
4198.36,30.19,2.6632,6.81,4.618,70.25
4198.52,26.07,2.6711,7.21,4.666,65.77
4198.67,27.34,2.6794,6.64,5.039,63.07
4198.82,27.51,2.6816,6.92,5.173,62.57
4198.97,32.35,2.6736,8.35,5.154,61.33
4199.13,33.07,2.6617,9.31,5.036,61.81
4199.28,36.12,2.6533,9.2,4.958,63.33
4199.43,31.34,2.6527,9.76,4.937,66.39
4199.58,31.8,2.6614,7.87,4.941,67.56
4199.74,28.6,2.6718,5.41,4.947,66.89
4199.89,25.56,2.6847,6.73,5.265,66.61
4200.04,23.03,2.6926,4.49,5.796,66.0
4200.19,18.42,2.6802,5.04,6.056,61.73
4200.35,17.77,2.6621,4.76,6.245,60.98
4200.5,17.72,2.6643,4.2,6.377,60.01
4200.65,17.62,2.6763,4.07,6.664,59.12
4200.8,16.35,2.6826,4.45,6.763,58.25
4200.95,13.94,2.6796,4.82,6.754,57.56
4201.11,17.61,2.6846,5.06,6.49,57.99
4201.26,19.12,2.6874,5.63,5.938,58.69
4201.41,19.38,2.6861,5.41,5.54,60.23
4201.56,24.36,2.6772,6.5,5.544,61.15
4201.72,22.78,2.665,6.54,5.541,62.28
4201.87,21.57,2.6655,6.23,5.517,62.4
4202.02,18.81,2.6695,6.43,5.232,62.85
4202.17,22.9,2.6711,7.92,4.697,63.18
4202.33,26.18,2.6744,7.27,4.671,63.54
4202.48,24.07,2.6764,8.35,4.674,62.35
4202.63,25.26,2.6632,8.34,4.655,62.91
