fecha,pozo,horas,oil,gas,agua
2014-05-22,15/9-F-12,0.0,0.0,0.0,0.0
2014-05-22,15/9-F-14,24.0,459.04,66861.5,3321.19
2014-05-22,15/9-F-15 D,24.0,223.49,32552.5,0.0
2014-05-22,15/9-F-4,24.0,,,
2014-05-22,15/9-F-5,24.0,,,
2014-05-23,15/9-F-1 C,24.0,742.89,108079.03,93.31
2014-05-23,15/9-F-11,24.0,1067.53,155309.42,149.15
2014-05-23,15/9-F-12,0.0,0.0,0.0,0.0
2014-05-23,15/9-F-14,24.0,463.91,67492.26,3509.66
2014-05-23,15/9-F-15 D,24.0,224.58,32672.55,0.0
2014-05-23,15/9-F-4,24.0,,,
2014-05-23,15/9-F-5,24.0,,,
2014-05-24,15/9-F-1 C,24.0,746.54,108387.02,100.42
2014-05-24,15/9-F-11,24.0,1079.36,156708.8,161.5
2014-05-24,15/9-F-12,0.0,0.0,0.0,0.0
2014-05-24,15/9-F-14,24.0,468.0,67946.62,3791.49
2014-05-24,15/9-F-15 D,24.0,224.8,32637.53,0.0
2014-05-24,15/9-F-4,24.0,,,
2014-05-24,15/9-F-5,24.0,,,
2014-05-25,15/9-F-1 C,24.0,750.57,105809.71,101.01
2014-05-25,15/9-F-11,24.0,1102.34,155401.95,165.02
2014-05-25,15/9-F-12,2.5,1.3,183.17,43.39
2014-05-25,15/9-F-14,24.0,469.68,66212.0,3807.02
2014-05-25,15/9-F-15 D,24.0,218.49,30801.41,0.0
2014-05-25,15/9-F-4,24.0,,,
2014-05-25,15/9-F-5,24.0,,,
2014-05-26,15/9-F-1 C,24.0,727.26,106514.13,86.62
2014-05-26,15/9-F-11,24.0,1057.78,154921.61,140.14
2014-05-26,15/9-F-12,24.0,144.14,21111.24,4259.98
2014-05-26,15/9-F-14,24.0,448.28,65655.42,3215.74
2014-05-26,15/9-F-15 D,24.0,195.66,28656.83,0.0
2014-05-26,15/9-F-4,24.0,,,
2014-05-26,15/9-F-5,24.0,,,
2014-05-27,15/9-F-1 C,24.0,715.5,105800.29,91.08
2014-05-27,15/9-F-11,24.0,1063.17,157209.88,150.54
2014-05-27,15/9-F-12,24.0,164.82,24371.2,5205.98
2014-05-27,15/9-F-14,24.0,449.19,66421.74,3443.92
2014-05-27,15/9-F-15 D,24.0,201.53,29799.8,0.0
2014-05-27,15/9-F-4,24.0,,,
2014-05-27,15/9-F-5,24.0,,,
2014-05-28,15/9-F-1 C,24.0,695.01,102249.56,76.96
2014-05-28,15/9-F-11,24.0,1087.43,159981.09,198.19
2014-05-28,15/9-F-12,24.0,189.1,27819.87,5081.04
2014-05-28,15/9-F-14,24.0,416.03,61206.44,3584.5
2014-05-28,15/9-F-15 D,24.0,231.07,33994.41,0.0
2014-05-28,15/9-F-4,24.0,,,
2014-05-28,15/9-F-5,24.0,,,
2014-05-29,15/9-F-1 C,24.0,698.77,102823.5,77.13
2014-05-29,15/9-F-11,24.0,1096.32,161324.73,199.19
2014-05-29,15/9-F-12,24.0,190.12,27976.08,5092.52
2014-05-29,15/9-F-14,24.0,418.28,61549.68,3592.57
2014-05-29,15/9-F-15 D,24.0,234.29,34475.61,0.0
2014-05-29,15/9-F-4,24.0,,,
2014-05-29,15/9-F-5,24.0,,,
2014-05-30,15/9-F-1 C,24.0,704.08,103977.99,77.96
2014-05-30,15/9-F-11,24.0,1111.83,164196.07,202.64
2014-05-30,15/9-F-12,24.0,191.25,28243.7,5138.9
2014-05-30,15/9-F-14,24.0,420.8,62143.02,3625.55
2014-05-30,15/9-F-15 D,24.0,237.1,35015.01,0.0
2014-05-30,15/9-F-4,24.0,,,
2014-05-30,15/9-F-5,24.0,,,
2014-05-31,15/9-F-1 C,24.0,715.93,105761.32,78.99
2014-05-31,15/9-F-11,24.0,1134.99,167666.0,206.11
2014-05-31,15/9-F-12,24.0,194.94,28797.32,5219.0
2014-05-31,15/9-F-14,24.0,428.87,63354.43,3681.69
2014-05-31,15/9-F-15 D,24.0,241.19,35630.03,0.0
2014-05-31,15/9-F-4,24.0,,,
2014-05-31,15/9-F-5,24.0,,,
2014-06-01,15/9-F-1 C,24.0,724.21,107035.76,80.08
2014-06-01,15/9-F-11,24.0,1152.6,170349.69,209.79
2014-06-01,15/9-F-12,24.0,196.08,28979.47,5261.52
2014-06-01,15/9-F-14,24.0,431.47,63769.13,3712.49
2014-06-01,15/9-F-15 D,24.0,243.64,36009.71,0.0
2014-06-01,15/9-F-4,24.0,,,
2014-06-01,15/9-F-5,24.0,,,
2014-06-02,15/9-F-1 C,22.0,459.83,68263.31,46.21
2014-06-02,15/9-F-11,21.66666,1068.24,158582.92,176.72
2014-06-02,15/9-F-12,22.0,194.41,28860.26,4741.35
2014-06-02,15/9-F-14,22.0,325.75,48357.95,2547.44
2014-06-02,15/9-F-15 D,21.5,221.03,32812.02,0.0
2014-06-02,15/9-F-4,20.08333,,,
2014-06-02,15/9-F-5,20.0,,,
2014-06-03,15/9-F-1 C,24.0,715.1,104865.93,80.7
2014-06-03,15/9-F-11,24.0,1109.18,162654.16,206.04
2014-06-03,15/9-F-12,24.0,194.94,28587.58,5338.86
2014-06-03,15/9-F-14,24.0,411.55,60351.97,3614.06
2014-06-03,15/9-F-15 D,24.0,239.71,35152.56,0.0
2014-06-03,15/9-F-4,24.0,,,
2014-06-03,15/9-F-5,24.0,,,
2014-06-04,15/9-F-1 C,24.0,706.8,104234.1,79.73
2014-06-04,15/9-F-11,24.0,1109.98,163691.38,206.1
2014-06-04,15/9-F-12,24.0,193.38,28517.78,5293.71
2014-06-04,15/9-F-14,24.0,421.75,62196.83,3702.08
2014-06-04,15/9-F-15 D,24.0,237.3,34995.0,0.0
2014-06-04,15/9-F-4,24.0,,,
2014-06-04,15/9-F-5,24.0,,,
2014-06-05,15/9-F-1 C,24.0,677.29,99517.49,90.57
2014-06-05,15/9-F-11,24.0,1178.62,173181.52,207.6
2014-06-05,15/9-F-12,24.0,204.21,30005.64,5302.87
2014-06-05,15/9-F-14,24.0,445.16,65409.27,3706.65
2014-06-05,15/9-F-15 D,24.0,255.67,37567.22,0.0
2014-06-05,15/9-F-4,22.74643,,,
2014-06-05,15/9-F-5,24.0,,,
2014-06-06,15/9-F-1 C,24.0,690.38,99850.49,92.18
2014-06-06,15/9-F-11,24.0,1180.81,170780.98,207.67
2014-06-06,15/9-F-12,24.0,204.19,29532.13,5294.26
2014-06-06,15/9-F-14,24.0,445.36,64412.73,3702.68
2014-06-06,15/9-F-15 D,24.0,256.0,37024.94,0.0
2014-06-06,15/9-F-4,24.0,,,
2014-06-06,15/9-F-5,24.0,,,
2014-06-07,15/9-F-1 C,24.0,694.3,100306.26,92.07
2014-06-07,15/9-F-11,24.0,1199.75,173330.3,209.56
2014-06-07,15/9-F-12,24.0,205.56,29697.12,5293.33
2014-06-07,15/9-F-14,24.0,448.72,64827.12,3705.14
2014-06-07,15/9-F-15 D,24.0,257.84,37249.92,0.0
2014-06-07,15/9-F-4,24.0,,,
2014-06-07,15/9-F-5,24.0,,,
2014-06-08,15/9-F-1 C,24.0,690.7,99959.04,91.25
2014-06-08,15/9-F-11,24.0,1197.7,173333.04,208.41
2014-06-08,15/9-F-12,24.0,205.52,29742.55,5272.31
2014-06-08,15/9-F-14,24.0,452.13,65433.6,3719.26
2014-06-08,15/9-F-15 D,24.0,256.49,37120.15,0.0
2014-06-08,15/9-F-4,24.0,,,
2014-06-08,15/9-F-5,24.0,,,
2014-06-09,15/9-F-1 C,19.5,238.45,34915.85,28.15
2014-06-09,15/9-F-11,24.0,1349.24,197569.52,209.78
2014-06-09,15/9-F-12,24.0,231.66,33922.37,5310.31
2014-06-09,15/9-F-14,24.0,509.65,74629.21,3746.07
2014-06-09,15/9-F-15 D,24.0,288.87,42300.11,0.0
2014-06-09,15/9-F-4,24.0,,,
2014-06-09,15/9-F-5,24.0,,,
2014-06-10,15/9-F-1 C,24.0,647.11,95262.3,84.88
2014-06-10,15/9-F-11,24.0,1189.09,175045.96,205.42
2014-06-10,15/9-F-12,24.0,205.19,30205.95,5225.99
2014-06-10,15/9-F-14,24.0,451.41,66453.08,3686.59
2014-06-10,15/9-F-15 D,24.0,255.7,37642.41,0.0
2014-06-10,15/9-F-4,24.0,,,
2014-06-10,15/9-F-5,24.0,,,
2014-06-11,15/9-F-1 C,24.0,745.92,108793.22,94.23
2014-06-11,15/9-F-11,24.0,1172.31,170982.37,195.05
2014-06-11,15/9-F-12,24.0,205.71,30002.96,5045.96
2014-06-11,15/9-F-14,24.0,452.56,66006.51,3559.6
2014-06-11,15/9-F-15 D,24.0,254.83,37167.34,0.0
2014-06-11,15/9-F-4,24.0,,,
2014-06-11,15/9-F-5,24.0,,,
2014-06-12,15/9-F-1 C,24.0,804.85,116554.82,101.88
2014-06-12,15/9-F-11,24.0,1175.15,170180.4,195.92
2014-06-12,15/9-F-12,24.0,205.41,29746.03,5048.71
2014-06-12,15/9-F-14,24.0,451.89,65441.27,3561.53
2014-06-12,15/9-F-15 D,24.0,253.87,36764.5,0.0
2014-06-12,15/9-F-4,24.0,,,
2014-06-12,15/9-F-5,24.0,,,
2014-06-13,15/9-F-1 C,24.0,818.89,120308.03,56.75
2014-06-13,15/9-F-11,24.0,1116.79,164074.34,197.37
2014-06-13,15/9-F-12,24.0,193.5,28428.45,5041.78
2014-06-13,15/9-F-14,24.0,503.1,73913.97,3655.3
2014-06-13,15/9-F-15 D,24.0,239.97,35255.61,0.0
2014-06-13,15/9-F-4,24.0,,,
2014-06-13,15/9-F-5,24.0,,,
2014-06-14,15/9-F-1 C,24.0,781.21,115374.09,54.32
2014-06-14,15/9-F-11,24.0,1102.45,162814.92,195.5
2014-06-14,15/9-F-12,24.0,190.4,28119.74,4977.8
2014-06-14,15/9-F-14,24.0,495.05,73111.33,3608.91
2014-06-14,15/9-F-15 D,24.0,236.57,34938.16,0.0
2014-06-14,15/9-F-4,24.0,,,
2014-06-14,15/9-F-5,24.0,,,
2014-06-15,15/9-F-1 C,24.0,786.16,116058.03,54.55
2014-06-15,15/9-F-11,24.0,1104.3,163026.07,195.43
2014-06-15,15/9-F-12,24.0,190.81,28168.32,4978.24
2014-06-15,15/9-F-14,24.0,496.1,73237.62,3609.22
2014-06-15,15/9-F-15 D,24.0,236.55,34920.92,0.0
2014-06-15,15/9-F-4,24.0,,,
2014-06-15,15/9-F-5,24.0,,,
2014-06-16,15/9-F-1 C,24.0,757.43,111152.61,51.84
2014-06-16,15/9-F-11,24.0,1120.89,164489.89,195.67
2014-06-16,15/9-F-12,24.0,192.67,28274.18,4958.67
2014-06-16,15/9-F-14,24.0,500.94,73512.86,3595.03
2014-06-16,15/9-F-15 D,24.0,232.51,34120.52,0.0
2014-06-16,15/9-F-4,24.0,,,
2014-06-16,15/9-F-5,24.0,,,
2014-06-17,15/9-F-1 C,24.0,726.5,107050.89,50.67
2014-06-17,15/9-F-11,24.0,1156.42,170403.34,205.72
2014-06-17,15/9-F-12,24.0,188.43,27765.17,4941.76
2014-06-17,15/9-F-14,24.0,489.91,72189.45,3582.77
2014-06-17,15/9-F-15 D,24.0,231.91,34171.74,0.0
2014-06-17,15/9-F-4,24.0,,,
2014-06-17,15/9-F-5,24.0,,,
2014-06-18,15/9-F-1 C,24.0,723.96,106456.63,51.3
2014-06-18,15/9-F-11,24.0,1160.01,170577.28,209.65
2014-06-18,15/9-F-12,24.0,187.27,27537.26,4989.68
2014-06-18,15/9-F-14,24.0,486.9,71596.88,3617.52
2014-06-18,15/9-F-15 D,24.0,229.52,33750.54,0.0
2014-06-18,15/9-F-4,24.0,,,
2014-06-18,15/9-F-5,24.0,,,
2014-06-19,15/9-F-1 C,24.0,715.28,105827.77,52.96
2014-06-19,15/9-F-11,24.0,1147.01,169702.0,216.58
2014-06-19,15/9-F-12,24.0,186.05,27525.89,5179.11
2014-06-19,15/9-F-14,24.0,483.72,71567.31,3754.86
2014-06-19,15/9-F-15 D,24.0,225.7,33393.43,0.0
2014-06-19,15/9-F-4,24.0,,,
2014-06-19,15/9-F-5,24.0,,,
2014-06-20,15/9-F-1 C,24.0,710.62,104860.95,50.87
2014-06-20,15/9-F-11,24.0,1146.84,169233.29,209.38
2014-06-20,15/9-F-12,24.0,185.52,27376.25,4993.58
2014-06-20,15/9-F-14,24.0,482.36,71178.24,3620.34
2014-06-20,15/9-F-15 D,24.0,226.71,33454.1,0.0
2014-06-20,15/9-F-4,24.0,,,
2014-06-20,15/9-F-5,24.0,,,
2014-06-21,15/9-F-1 C,24.0,708.04,104155.82,50.48
2014-06-21,15/9-F-11,24.0,1146.08,168593.88,208.39
2014-06-21,15/9-F-12,24.0,184.04,27072.61,4933.4
2014-06-21,15/9-F-14,24.0,478.49,70388.77,3576.71
2014-06-21,15/9-F-15 D,24.0,225.72,33203.8,0.0
2014-06-21,15/9-F-4,24.0,,,
2014-06-21,15/9-F-5,24.0,,,
2014-06-22,15/9-F-1 C,24.0,702.73,102417.8,51.7
2014-06-22,15/9-F-11,24.0,1136.02,165565.61,213.17
2014-06-22,15/9-F-12,24.0,182.39,26582.12,5045.65
2014-06-22,15/9-F-14,24.0,474.22,69113.5,3658.1
2014-06-22,15/9-F-15 D,24.0,223.97,32641.32,0.0
2014-06-22,15/9-F-4,24.0,,,
2014-06-22,15/9-F-5,24.0,,,
2014-06-23,15/9-F-1 C,24.0,695.74,102284.59,51.69
2014-06-23,15/9-F-11,24.0,1117.48,164287.51,211.74
2014-06-23,15/9-F-12,24.0,179.37,26369.99,5010.68
2014-06-23,15/9-F-14,24.0,466.36,68561.96,3632.75
2014-06-23,15/9-F-15 D,24.0,219.8,32314.2,0.0
2014-06-23,15/9-F-4,24.0,,,
2014-06-23,15/9-F-5,24.0,,,
2014-06-24,15/9-F-1 C,24.0,658.27,96651.98,94.65
2014-06-24,15/9-F-11,24.0,1169.41,171699.81,221.46
2014-06-24,15/9-F-12,24.0,187.64,27550.7,5238.81
2014-06-24,15/9-F-14,24.0,440.96,64744.14,3432.94
2014-06-24,15/9-F-15 D,24.0,226.23,33217.18,0.0
2014-06-24,15/9-F-4,24.0,,,
2014-06-24,15/9-F-5,24.0,,,
2014-06-25,15/9-F-1 C,24.0,576.35,85082.22,79.35
2014-06-25,15/9-F-11,24.0,1199.09,177015.68,217.44
2014-06-25,15/9-F-12,24.0,196.91,29067.88,5264.07
2014-06-25,15/9-F-14,24.0,462.73,68309.53,3449.48
2014-06-25,15/9-F-15 D,24.0,231.36,34153.99,0.0
2014-06-25,15/9-F-4,24.0,,,
2014-06-25,15/9-F-5,24.0,,,
2014-06-26,15/9-F-1 C,16.58333,369.83,55419.55,51.46
2014-06-26,15/9-F-11,16.33333,660.56,98984.27,121.06
2014-06-26,15/9-F-12,13.83333,120.5,18057.57,3255.87
2014-06-26,15/9-F-14,16.5,183.67,27523.85,1383.83
2014-06-26,15/9-F-15 D,16.5,127.49,19103.96,0.0
2014-06-26,15/9-F-4,9.5,,,
2014-06-26,15/9-F-5,9.5,,,
2014-06-27,15/9-F-1 C,23.83333,418.45,63214.18,59.2
2014-06-27,15/9-F-11,23.33334,964.21,145661.21,179.68
2014-06-27,15/9-F-12,23.5,173.73,26245.53,4773.03
2014-06-27,15/9-F-14,23.5,296.83,44840.61,2273.92
2014-06-27,15/9-F-15 D,23.33334,205.56,31053.09,0.0
2014-06-27,15/9-F-4,21.66667,,,
2014-06-27,15/9-F-5,21.58333,,,
2014-06-28,15/9-F-1 C,24.0,588.96,88192.51,91.66
2014-06-28,15/9-F-11,24.0,1119.75,167672.0,229.53
2014-06-28,15/9-F-12,24.0,186.58,27938.74,5638.6
2014-06-28,15/9-F-14,24.0,394.59,59087.18,3325.23
2014-06-28,15/9-F-15 D,24.0,225.63,33786.13,0.0
2014-06-28,15/9-F-4,24.0,,,
2014-06-28,15/9-F-5,24.0,,,
2014-06-29,15/9-F-1 C,24.0,571.88,85616.39,81.73
2014-06-29,15/9-F-11,24.0,1107.66,165827.2,208.5
2014-06-29,15/9-F-12,24.0,187.26,28035.38,5196.92
2014-06-29,15/9-F-14,24.0,432.02,64677.42,3343.15
2014-06-29,15/9-F-15 D,24.0,220.34,32986.95,0.0
2014-06-29,15/9-F-4,24.0,,,
2014-06-29,15/9-F-5,24.0,,,
2014-06-30,15/9-F-1 C,24.0,512.52,76979.08,71.37
2014-06-30,15/9-F-11,24.0,1141.0,171373.98,209.26
2014-06-30,15/9-F-12,24.0,191.87,28818.12,5187.85
2014-06-30,15/9-F-14,24.0,442.64,66483.19,3337.32
2014-06-30,15/9-F-15 D,24.0,226.06,33952.96,0.0
2014-06-30,15/9-F-4,24.0,,,
2014-06-30,15/9-F-5,24.0,,,
2014-07-01,15/9-F-1 C,24.0,563.26,84307.54,78.69
2014-07-01,15/9-F-11,24.0,1109.35,166045.73,204.13
2014-07-01,15/9-F-12,24.0,186.83,27964.71,5068.4
2014-07-01,15/9-F-14,24.0,439.06,65717.08,3321.27
2014-07-01,15/9-F-15 D,24.0,226.89,33959.63,0.0
2014-07-01,15/9-F-4,24.0,,,
2014-07-01,15/9-F-5,24.0,,,
2014-07-02,15/9-F-1 C,24.0,564.26,84364.91,78.72
2014-07-02,15/9-F-11,24.0,1109.15,165832.45,203.81
2014-07-02,15/9-F-12,24.0,186.85,27936.4,5061.94
2014-07-02,15/9-F-14,24.0,439.09,65650.53,3317.03
2014-07-02,15/9-F-15 D,24.0,226.6,33880.02,0.0
2014-07-02,15/9-F-4,24.0,,,
2014-07-02,15/9-F-5,24.0,,,
2014-07-03,15/9-F-1 C,24.0,565.09,84351.11,78.88
2014-07-03,15/9-F-11,24.0,1110.91,165826.99,204.26
2014-07-03,15/9-F-12,24.0,187.02,27917.2,5069.62
2014-07-03,15/9-F-14,24.0,439.5,65605.42,3322.06
2014-07-03,15/9-F-15 D,24.0,226.34,33786.18,0.0
2014-07-03,15/9-F-4,24.0,,,
2014-07-03,15/9-F-5,24.0,,,
2014-07-04,15/9-F-1 C,24.0,563.73,84183.26,79.55
2014-07-04,15/9-F-11,24.0,1111.67,166008.01,206.62
2014-07-04,15/9-F-12,24.0,185.51,27702.71,5083.2
2014-07-04,15/9-F-14,24.0,435.95,65101.36,3330.96
2014-07-04,15/9-F-15 D,24.0,225.47,33670.12,0.0
2014-07-04,15/9-F-4,24.0,,,
2014-07-04,15/9-F-5,24.0,,,
2014-07-05,15/9-F-1 C,24.0,563.46,83869.61,79.95
2014-07-05,15/9-F-11,24.0,1107.58,164858.0,206.98
2014-07-05,15/9-F-12,24.0,185.2,27566.95,5102.59
2014-07-05,15/9-F-14,24.0,435.23,64782.33,3343.67
2014-07-05,15/9-F-15 D,24.0,225.66,33588.89,0.0
2014-07-05,15/9-F-4,24.0,,,
2014-07-05,15/9-F-5,24.0,,,
2014-07-06,15/9-F-1 C,24.0,563.38,83853.8,80.3
2014-07-06,15/9-F-11,24.0,1098.4,163484.52,206.21
2014-07-06,15/9-F-12,24.0,184.96,27530.16,5119.57
2014-07-06,15/9-F-14,24.0,434.67,64695.87,3354.79
2014-07-06,15/9-F-15 D,24.0,225.73,33598.03,0.0
2014-07-06,15/9-F-4,24.0,,,
2014-07-06,15/9-F-5,24.0,,,
2014-07-07,15/9-F-1 C,24.0,522.0,77846.76,154.47
2014-07-07,15/9-F-11,24.0,1110.52,165613.65,201.25
2014-07-07,15/9-F-12,24.0,188.38,28092.83,5033.01
2014-07-07,15/9-F-14,24.0,442.68,66018.14,3298.06
2014-07-07,15/9-F-15 D,24.0,229.33,34200.09,0.0
2014-07-07,15/9-F-4,24.0,,,
2014-07-07,15/9-F-5,24.0,,,
2014-07-08,15/9-F-1 C,24.0,523.33,77885.2,247.1
2014-07-08,15/9-F-11,24.0,1104.61,164395.38,198.11
2014-07-08,15/9-F-12,24.0,189.5,28202.17,5010.6
2014-07-08,15/9-F-14,24.0,445.32,66275.09,3283.38
2014-07-08,15/9-F-15 D,24.0,230.15,34252.96,0.0
2014-07-08,15/9-F-4,24.0,,,
2014-07-08,15/9-F-5,24.0,,,
2014-07-09,15/9-F-1 C,24.0,521.97,77858.58,247.09
2014-07-09,15/9-F-11,24.0,1100.81,164201.39,197.94
2014-07-09,15/9-F-12,24.0,188.9,28177.12,5007.6
2014-07-09,15/9-F-14,24.0,443.92,66216.24,3281.42
2014-07-09,15/9-F-15 D,24.0,230.38,34364.93,0.0
2014-07-09,15/9-F-4,24.0,,,
2014-07-09,15/9-F-5,24.0,,,
2014-07-10,15/9-F-1 C,24.0,490.49,73240.81,212.89
2014-07-10,15/9-F-11,24.0,1109.35,165647.29,191.9
2014-07-10,15/9-F-12,24.0,191.88,28651.79,4893.56
2014-07-10,15/9-F-14,24.0,450.92,67331.7,3206.69
2014-07-10,15/9-F-15 D,24.0,233.28,34833.4,0.0
2014-07-10,15/9-F-4,24.0,,,
2014-07-10,15/9-F-5,24.0,,,
2014-07-11,15/9-F-1 C,24.0,491.71,72894.63,253.18
2014-07-11,15/9-F-11,24.0,1106.42,164021.16,227.05
2014-07-11,15/9-F-12,24.0,192.49,28536.01,5823.76
2014-07-11,15/9-F-14,24.0,452.35,67059.63,3816.24
2014-07-11,15/9-F-15 D,24.0,232.53,34471.31,0.0
2014-07-11,15/9-F-4,24.0,,,
2014-07-11,15/9-F-5,24.0,,,
2014-07-12,15/9-F-1 C,24.0,488.44,72637.03,203.87
2014-07-12,15/9-F-11,24.0,1120.08,166571.66,186.33
2014-07-12,15/9-F-12,24.0,188.82,28080.59,4630.88
2014-07-12,15/9-F-14,24.0,443.73,65989.39,3034.57
2014-07-12,15/9-F-15 D,24.0,231.65,34449.02,0.0
2014-07-12,15/9-F-4,24.0,,,
2014-07-12,15/9-F-5,24.0,,,
2014-07-13,15/9-F-1 C,24.0,481.59,71515.34,199.79
2014-07-13,15/9-F-11,24.0,1109.35,164737.39,183.43
2014-07-13,15/9-F-12,24.0,188.11,27933.36,4585.41
2014-07-13,15/9-F-14,24.0,442.05,65643.4,3004.77
2014-07-13,15/9-F-15 D,24.0,229.51,34082.23,0.0
2014-07-13,15/9-F-4,24.0,,,
2014-07-13,15/9-F-5,24.0,,,
2014-07-14,15/9-F-1 C,24.0,492.02,73095.92,215.32
2014-07-14,15/9-F-11,24.0,1091.38,162140.52,190.36
2014-07-14,15/9-F-12,24.0,185.57,27569.54,4771.96
2014-07-14,15/9-F-14,24.0,436.1,64788.43,3127.01
2014-07-14,15/9-F-15 D,24.0,226.01,33576.51,0.0
2014-07-14,15/9-F-4,24.0,,,
2014-07-14,15/9-F-5,24.0,,,
2014-07-15,15/9-F-1 C,24.0,476.08,70443.1,246.8
2014-07-15,15/9-F-11,24.0,1117.68,165376.91,191.5
2014-07-15,15/9-F-12,24.0,189.03,27970.55,4775.01
2014-07-15,15/9-F-14,24.0,444.23,65730.8,3129.02
2014-07-15,15/9-F-15 D,24.0,233.07,34486.46,0.0
2014-07-15,15/9-F-4,24.0,,,
2014-07-15,15/9-F-5,24.0,,,
2014-07-16,15/9-F-1 C,24.0,466.34,69327.14,243.78
2014-07-16,15/9-F-11,24.0,1110.34,165067.03,191.84
2014-07-16,15/9-F-12,24.0,187.73,27907.76,4781.87
2014-07-16,15/9-F-14,24.0,441.15,65583.24,3133.49
2014-07-16,15/9-F-15 D,24.0,231.68,34441.9,0.0
2014-07-16,15/9-F-4,24.0,,,
2014-07-16,15/9-F-5,24.0,,,
2014-07-17,15/9-F-1 C,24.0,463.64,68816.51,241.88
2014-07-17,15/9-F-11,24.0,1102.21,163594.84,190.05
2014-07-17,15/9-F-12,24.0,187.62,27847.25,4769.29
2014-07-17,15/9-F-14,24.0,440.9,65441.04,3125.26
2014-07-17,15/9-F-15 D,24.0,231.08,34298.34,0.0
2014-07-17,15/9-F-4,24.0,,,
2014-07-17,15/9-F-5,24.0,,,
2014-07-18,15/9-F-1 C,24.0,459.37,68361.17,240.96
2014-07-18,15/9-F-11,24.0,1095.2,162981.24,189.87
2014-07-18,15/9-F-12,24.0,186.27,27719.56,4760.99
2014-07-18,15/9-F-14,24.0,437.73,65140.97,3119.81
2014-07-18,15/9-F-15 D,24.0,229.48,34149.52,0.0
2014-07-18,15/9-F-4,24.0,,,
2014-07-18,15/9-F-5,24.0,,,
2014-07-19,15/9-F-1 C,24.0,458.09,68466.24,240.67
2014-07-19,15/9-F-11,24.0,1094.58,163594.52,190.06
2014-07-19,15/9-F-12,24.0,185.94,27789.84,4759.92
2014-07-19,15/9-F-14,24.0,436.95,65306.12,3119.11
2014-07-19,15/9-F-15 D,24.0,229.08,34237.95,0.0
2014-07-19,15/9-F-4,24.0,,,
2014-07-19,15/9-F-5,24.0,,,
2014-07-20,15/9-F-1 C,22.41666,290.87,44919.06,139.31
2014-07-20,15/9-F-11,22.66667,1063.56,164245.31,168.36
2014-07-20,15/9-F-12,23.16667,191.61,29591.02,4471.78
2014-07-20,15/9-F-14,23.08334,380.77,58801.97,2477.87
2014-07-20,15/9-F-15 D,18.59167,155.38,23994.78,0.0
2014-07-20,15/9-F-4,22.16667,,,
2014-07-20,15/9-F-5,22.33334,,,
2014-07-21,15/9-F-1 C,24.0,487.33,72965.95,255.69
2014-07-21,15/9-F-11,24.0,1047.69,156868.15,181.69
2014-07-21,15/9-F-12,24.0,191.45,28665.91,4894.81
2014-07-21,15/9-F-14,24.0,414.84,62112.31,2957.42
2014-07-21,15/9-F-15 D,18.07472,133.54,19994.05,0.0
2014-07-21,15/9-F-4,24.0,,,
2014-07-21,15/9-F-5,24.0,,,
2014-07-22,15/9-F-1 C,24.0,468.63,69274.03,242.24
2014-07-22,15/9-F-11,24.0,1047.04,154778.52,178.89
2014-07-22,15/9-F-12,24.0,189.9,28071.71,4783.26
2014-07-22,15/9-F-14,24.0,446.27,65968.58,3134.42
2014-07-22,15/9-F-15 D,24.0,224.19,33139.97,0.0
2014-07-22,15/9-F-4,24.0,,,
2014-07-22,15/9-F-5,24.0,,,
2014-07-23,15/9-F-1 C,24.0,465.25,69890.63,239.87
2014-07-23,15/9-F-11,24.0,1037.74,155890.97,271.57
2014-07-23,15/9-F-12,24.0,188.17,28266.73,4727.22
2014-07-23,15/9-F-14,24.0,442.19,66426.82,3097.7
2014-07-23,15/9-F-15 D,24.0,221.77,33313.98,0.0
2014-07-23,15/9-F-4,24.0,,,
2014-07-23,15/9-F-5,24.0,,,
2014-07-24,15/9-F-1 C,24.0,466.58,69742.96,232.45
2014-07-24,15/9-F-11,24.0,1051.17,157123.73,265.81
2014-07-24,15/9-F-12,24.0,190.51,28476.1,4624.71
2014-07-24,15/9-F-14,24.0,447.69,66918.84,3030.52
2014-07-24,15/9-F-15 D,24.0,223.21,33365.24,0.0
2014-07-24,15/9-F-4,24.0,,,
2014-07-24,15/9-F-5,24.0,,,
2014-07-25,15/9-F-1 C,24.0,464.22,69237.42,233.39
2014-07-25,15/9-F-11,24.0,1056.31,157548.66,269.56
2014-07-25,15/9-F-12,24.0,189.06,28198.07,4631.53
2014-07-25,15/9-F-14,24.0,444.29,66265.46,3035.0
2014-07-25,15/9-F-15 D,24.0,225.33,33607.39,0.0
2014-07-25,15/9-F-4,24.0,,,
2014-07-25,15/9-F-5,24.0,,,
2014-07-26,15/9-F-1 C,24.0,458.9,68830.6,251.5
2014-07-26,15/9-F-11,24.0,1044.72,156697.43,290.62
2014-07-26,15/9-F-12,24.0,186.07,27908.65,4968.99
2014-07-26,15/9-F-14,24.0,441.5,66220.28,3287.65
2014-07-26,15/9-F-15 D,24.0,223.58,33534.7,0.0
2014-07-26,15/9-F-4,24.0,,,
2014-07-26,15/9-F-5,24.0,,,
2014-07-27,15/9-F-1 C,24.0,460.83,68637.71,260.12
2014-07-27,15/9-F-11,24.0,1052.32,156736.09,301.5
2014-07-27,15/9-F-12,24.0,189.06,28158.67,5199.99
